room_id,hotel_id,room_name,room_price,room_features,size,max_persons,bed_type,view
295,52,One-Bedroom Deluxe,2150000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",56,2,1 giường đôi,View chéo biển
296,52,Studio Deluxe,1600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,1 giường đôi hoặc 2 giường đơn,View chéo biển
297,52,Studio Premier Twin,1850000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",32,2,2 giường đơn,View chéo biển
298,53,Superior,1200000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",23,2,Twin/King,No view
299,53,Deluxe ,1350000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",23,2,Twin/King,City View
300,53,Seafront Premier,1600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",33,2,King bed,Seafront
301,53,Seafront Studio,1900000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",38,2,King bed,Seafront
302,53,2-bedroom Apartment,2500000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",58,4,King bed,City View
303,53,Seafront 2-bedroom Apartment,3200000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",61,4,King bed,Seafront
304,54,Deluxe Triple,1500000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,3,3 giường đơn,"View chéo biển, thành phố"
305,54,Deluxe Partical View,1000000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,1 giường đôi hoặc 2 giường đơn,View chéo biển
306,54,Premier Ocean View ,1300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",32,2,32,View biển
307,54,Deluxe Honey Moon,1000000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,1 giường đôi,View biển
308,54,Superior,950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",24,2,1 giường đôi hoặc 2 giường đơn,
309,54,Premier Deluxe,1100000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,1 giường đôi,View thành phố
310,54,Deluxe Quart,1900000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,4,2 giường đôi,28
311,54,Family Duplex,2800000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",70,4,1 giường đôi và 2 giường đơn,View biển
312,55,Superior,700000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",22,2,1 giường đôi hoặc 2 giường đơn,
313,55,Deluxe City view with Balcony,850000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,1 giường đôi hoặc 2 giường đơn,View thành phố
314,55,Deluxe Sea view with Balcony,1100000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,1 giường đôi hoặc 2 giường đơn,View biển
315,56,Deluxe City View,1600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",30,2,1 giường đôi hoặc 2 giường đơn,View thành phố
316,56,Superior,1500000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",25,2,1 giường đôi hoặc 2 giường đơn,View thành phố
317,56,Premier Sea View,1800000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,1 giường đôi hoặc 2 giường đơn,View biển
318,56,Family,2950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",40,4,2 giường đôi,View biển
319,56,Imperial Suite,4250000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",65,2,1 giường đôi hoặc 2 giường đơn,View biển
320,56,Suite,2450000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,1 giường đôi hoặc 2 giường đơn,View biển
321,57,Superior,1100000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,1 giường đôi hoặc 2 giường đơn,View thành phố
322,57,Premier ,1450000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",34,2,1 giường đôi hoặc 2 giường đơn,View biển
323,57,Family,2150000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",36,4,2 giường đôi,View biển
324,57,Suite,2950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",40,2,1 giường đôi,View biển
325,57,XAVIA Suite,4650000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",72,2,1 giường đôi,View biển
326,57,Deluxe,1250000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",32,2,1 giường đôi hoặc 2 giường đơn,View biển
327,58,Deluxe Sea View,1850000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",32,2,Twin,Hướng biển
328,58,Suite Partial Sea View,2050000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",45,2,King ,Một phần hướng biển
329,58,Premium Suite,3350000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",55,2,King,Hướng biển
330,58,Two bedroom Apartment,10700000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",175,4,Twin/King,Hướng biển
331,58,Superior Partial Sea View,1650000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,King bed,Một phần hướng biển
332,58,Sala Suite,2750000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",48,2,King ,Hướng biển
333,58,Presidential Suite,9200000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",111,2,Twin/King,Hướng biển
334,58,Superior City View,1300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Bàn làm việc, Nước đóng chai miễn phí",25,2,King bed,Hướng thành phố
335,58,Deluxe,1750000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",32,2,Twin,Hướng thành phố
336,58,Family Suite (connecting room),3100000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",56,4,Twin/Queen,Hướng biển
337,59,Deluxe City Queen,1800000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",25,2,Queen,Hướng thành phố
338,59,Executive Ocean Twin,2300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",42,2,Twin,Hướng biển
339,59,Deluxe Ocean Twin,1880000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,Twin,Hướng biển
340,59,Grand Executive Ocean Twin,2550000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",55,2,Twin,Hướng biển
341,59,Grand Ocean Queen,2000000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,Queen,Hướng biển
342,59,Deluxe Ocean Queen,1880000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,Queen,Hướng biển
343,60,Deluxe City View,600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",24,2,2 giường đơn,View thành phố
344,60,Senior Deluxe Sea View,650000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",26,2,1 giường đôi hoặc 2 giường đơn,View biển
345,60, Sunkiss Suite Sea View,950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",52,2,1 giường đôi,View biển
346,60,Premier Deluxe Sea View,700000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,1 giường đôi hoặc 2 giường đơn,View biển
347,60,Senior Deluxe Triple Sea View,880000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,3,1 giường đôi và 1 giường đơn,View biển
348,61,Superior ,500000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",17,2,1 giường đôi hoặc 2 giường đơn,
349,61,Executive Balcony Sea View Triple,860000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",25,3,1 giường đôi và 1 giường đơn,View biển
350,61,Deluxe City View,550000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",20,2,1 giường đôi hoặc 2 giường đơn,View thành phố
351,61,Executive Balcony Sea View,660000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",24,2,1 giường đôi hoặc 2 giường đơn,View biển
352,61,Family Balcony Sea View,1050000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,4,2 giường đôi,View biển
353,61,Deluxe City View Triple,750000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",22,3,1 giường đôi và 1 giường đơn,View thành phố
354,62,Deluxe Room,2950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",38,2,Twin/Queen,Hướng vườn
355,62,Premium Partial Sea View,3610000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",42,2,Twin/Queen,Hướng biển một phần
356,62,Deluxe Room Ocean View,3250000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",38,2,Twin/Queen,Hướng biển
357,62,The Level Room,3990000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,King ,Hướng vườn
358,62,The Level Premium,4410000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",55,2,King,Hướng vườn
359,62,Grand Premium,3780000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",58,2,King ,Hướng vườn
360,62,Family Room,3610000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",38,2,Twin/Queen,Hướng vườn
361,62,The Level  Family Two Bedroom,7450000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",90,4,Twin/Queen,Hướng vườn
362,63,Senior Deluxe Sea View,1100000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,1 giường đôi,View biển
363,63,Asteria Suite Ocean View,1550000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",45,2,1 giường đôi,View biển
364,63,Asteria Luxury Suite 3 Khách,2250000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",65,3,1 giường đôi và 1 giường đơn,View biển
365,63,Premier Deluxe Ocean View,1300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,1 giường đôi,View biển
366,63,Asteria Grand Suite SeaView,1750000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",55,2,1 giường đôi,View biển
367,63,Asteria Luxury Suite 4 khách,3000000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",80,4,2 giường đôi,View biển
368,64,Deluxe Partial  Sea View,700000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",25,2,1 giường đôi hoặc 2 giường đơn,View chéo biển
369,64,Deluxe City View,650000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",27,2,1 giường đôi hoặc 2 giường đơn,View thành phố
370,64,Senior Deluxe Sea View,750000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",32,2,1 giường đôi hoặc 2 giường đơn,View biển
371,64,Superior City View,600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",22,2,2 giường đơn,View thành phố
372,64,Suite Partial Sea View,800000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",40,2,2 giường đôi,View biển
373,65,Superior,700000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,Twin/Queen,Hướng thành phố
374,65,Deluxe Sea View,750000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,Twin/Queen,Hướng biển
375,65,Deluxe Honey Room Over  view,850000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",32,2,King bed,Toàn cảnh
376,65,Premier Suite Over Sea  View,1300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",60,2,King,Toàn cảnh
377,65,Deluxe City view,750000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,Twin/Queen,Hướng thành phố
378,66,Superior,1400000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,1 giường đôi hoặc 2 giường đơn,View thành phố
379,66,Deluxe,1600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,1 giường đôi hoặc 2 giường đơn,"View thành phố, biển"
380,66,Premier Deluxe,1800000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",40,2,1 giường đôi hoặc 2 giường đơn,View biển
381,67,Contemporary Family,4450000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",70,4,Twin/Queen,Hướng biển
382,67,City Pulse Deluxe,2200000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,Twin/Queen,Hướng thành phố
383,67,Sea Garden Deluxe,2700000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,Twin/Queen,Hướng vườn
384,67,Son Tra Deluxe,2400000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,Twin/Queen,Hướng thành phố
385,67,Ocean Breeze Deluxe,3200000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,Twin/Queen,Hướng biển
386,67,Junior Rustic Elegance Suite,3950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",60,2,King,Hướng biển
387,67,Green Haven Apartment,4950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",86,4,Twin/Queen,Hướng biển
388,68,Superior City View,500000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",22,2,1 giường đôi hoặc 2 giường đơn,View thành phố
389,68,Senior Sea View,600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",35,2,1 giường đôi,View biển
390,68,Suite Sea View,700000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",45,2,1 giường lớn (King),View biển
391,68,Family Suite Ocean View,1000000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",41,4,2 giường đôi,View biển
392,68,Deluxe City View,550000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Nước đóng chai miễn phí",27,2,1 giường đôi hoặc 2 giường đơn,View thành phố
393,69,Club Deluxe,5920000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",44,2,giường đôi hặc 2 giường đơn,Hướng thành phố
394,69,Club Junior Suite,6920000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",64,2,giường đôi hặc 2 giường đơn,Hướng thành phố
395,69,Deluxe,3920000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",44,2,giường đôi hặc 2 giường đơn,Hướng thành phố
396,69,Junior Suite,4920000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",64,2,giường đôi hặc 2 giường đơn,Hướng thành phố
397,70,Deluxe,1400000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,giường đôi hặc 2 giường đơn,Hướng thành phố
398,70,Luxury,1600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",24,2,giường đôi hặc 2 giường đơn,Hướng thành phố
399,70,Grand Luxury,1800000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",28,2,giường đôi hặc 2 giường đơn,Hướng thành phố
400,70,Grand Luxury Family,2250000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",50,4,giường đôi hặc 2 giường đơn,Hướng thành phố
401,70,Silk Queen Suite,2950000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",30,2,giường đôi hặc 2 giường đơn,Hướng thành phố
402,71,Grand Premium Room,2100000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",42,2,King bed,Hướng thành phố
403,71,Family Suite,3600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",53,2,King bed/Giường tầng,Hướng thành phố
404,71,Deluxe Room,1850000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",41,2,Twin/King,Hướng thành phố
405,71,Junior Suite,2300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",60,2,King bed,Hướng thành phố
406,71,Suite,2450000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",53,2,King bed,Hướng thành phố
407,71,Deluxe Room - Horizon View,2000000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Bàn làm việc, Nước đóng chai miễn phí",41,2,Twin/King,Hướng nhìn đường chân trời
408,71,Suite Panoramic Riverview,3200000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",53,2,King bed,Hướng sông Hàn
409,72,Deluxe River Vỉew,1250000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",26,2,Twin/Queen,Hướng sông
410,72,Superior ,1150000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",25,2,Queen,No View
411,72,Deluxe Riverfront,1450000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",26,2,King bed/Giường tròn,Hướng sông 
412,72,Deluxe Riverfront with Balcony,1550000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",27,2,King bed,Hướng sông có ban công riêng
413,72,Hai An Suite,2200000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",55,2,King bed,Hướng sông
414,72,Hai An Family Suite,4300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",100,2,Twin/Queen,Hướng sông
415,72,Deluxe River Vỉew with Balcony,1350000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",27,2,Twin/Queen,Hướng sông có ban công riêng
416,73,Executive Suite Garden View,3850000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",84,2,1 giường lớn (King),View vườn
417,73,Family Room Garden View,3900000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",90,4,1 giường đôi và 2 giường đơn,View vườn
418,73,4 - Bedroom Villa Garden View,9600000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",290,8,2 giường đơn và 3 giường đôi,"View bể bơi, vườn"
419,73,Deluxe King/Twin Garden View,2550000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",42,2,1 giường đôi hoặc 2 giường đơn,View vườn
420,73,Executive Suite Ocean View,4015000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",84,2,1 giường lớn (King),View biển
421,73,3 - Bedroom Villa Garden View,7500000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",220,6,2 giường đơn và 2 giường đôi,"View bể bơi, vườn"
422,73,3 - Bedroom Villa Ocean View,8300000,"Điều hòa, Bồn tắm/Cabin tắm đứng, Máy sấy tóc, Minibar, Tivi, Bàn làm việc, Nước đóng chai miễn phí",220,6,2 giường đơn và 2 giường đôi,"View biển, bể bơi, vườn"
