ship_id,block_id,data
50,2,Du khách tham gia lớp học chế biến và trang trí món ẩm thực truyền thống của đất nước ta như nem rán hay đầu bếp 5 sao của chúng tôi hướng dẫn Quý khách cách cắt tỉa hoa quả.
50,3,Du thuyền đưa du khách đến khu vực Hang Sáng Tối. Tại đây Quý khách được người dân địa phương chèo thuyền nan đưa đi thăm Hang Sáng - Hang Tối.
50,4,"Du thuyền rời cảng, bắt đầu hành trình từ Hạ Long sang Vịnh Lan Hạ. Quý khách sẽ có cơ hội đề chiêm ngưỡng vẻ đẹp của Vịnh Hạ Long khi đi ngang qua cũng như ngắm nhìn Làng chài Gia Luận từ xa xa."
51,1,Khám phá vịnh Hạ Long - Lan Hạ với lịch trình duy nhất chỉ có trên Ambassador Cruise
51,2,"Các hoạt động tham quan, giải trí đa dạng, đặc sắc (chèo thuyền Kayak, ngồi thuyền nan, lớp học nấu ăn trên sundeck du thuyền, trình diễn nhạc sống buổi tối, lớp Thái cực quyền,…)"
51,3,"Khám phá các danh thắng nổi tiếng trên Vịnh Lan Hạ (Hang Sáng Tối, Làng chài Việt Hải, Bãi tắm Ba Trái Đào,…)"
51,4,Du khách sẽ được thưởng thức ẩm thực Á - Âu thượng hạng trên du thuyền
52,1,"Du thuyền 27 cabin được thiết kế sang trọng đẹp mắt, mỗi phòng đều có ban công riêng và phòng tắm riêng, nhiều phòng thông nhau lý tưởng cho các chuyến đi gia đình và nhóm bạn"
52,2,Du khách sẽ được thưởng thức những món ăn ngon trên tàu và tham gia lớp học nấu ăn...
52,3,"Hệ thống tiện ích đa dạng, hiện đại: Jacuzzi, Phòng Spa & Massage, Phòng Gym,..."
52,4,Du khách được tham gia hoạt động chèo Kayak và thuyền nan tham quan hang động
53,1,Du khách sẽ được 8 giờ trên du thuyền ở Vịnh Hạ Long với nhiều hoạt động
53,2,"Tham quan Hang Sửng Sốt - hang động lớn nhất và đẹp nhất vịnh, leo lên đỉnh núi của đảo Ti Tốp để ngắm toàn cảnh vịnh Hạ Long hoặc tắm biển với bãi cát trắng tuyệt đẹp."
53,3,Du khách sẽ được thưởng thức bữa trưa buffet phong phú với nhiều món ăn Việt Nam
53,4,"ô vàn các tiện ích bao gồm khác: Free kayaking, tắm biển, tiệc trà chiều, tổ chức sinh nhật...."
54,1,Du thuyền thiết kế cabin rộng rãi với đầy đủ các trang thiết bị là sự lựa chọn hoàn hảo cho các cặp đôi và gia đình
54,2,Là một trong những du thuyền mới và hiện đại nhất trên vịnh Hạ Long mang phong cách tân cổ điển hiện đại
54,3,"Du khách sẽ được chèo thuyền kayak/ Thuyền nan thăm quan vịnh hang sáng- tối, một trong những động nước đẹp nhất trên vịnh"
54,4,"Thư giãn tận hưởng vẻ đẹp của vịnh Hạ Long và thăm quan vịnh Lan Hạ với hành trình thư giãn, yên tĩnh"
55,1,Du khách sẽ được thưởng ngoạn cảnh sắc miền di sản lộng lẫy với hàng nghìn núi đá vôi tuyệt mĩ cùng vẻ đẹp huyền bí và lung linh của hang Sửng Sốt
55,2,Chiêm ngưỡng những vách đá vôi kỳ vĩ tại Hang Luồn. Trải nghiệm tự chèokayak hoặc ngồi trên thuyền nan - một phương tiện di chuyển của người dân địa phương.
55,3,"Mãn nhãn với những địa điểm ấn tượng của thành phố Hạ Long như cầu Bãi Cháy, Vòng quay mặt trời, núi Bài Thơ, Quảng trường..."
55,4,Thưởng thức bữa trưa thịnh soạn tại nhà hàng với thực đơn chế biến lấy cảm hứng từ tinh hoa ẩm thực Âu - Á và đặc sản địa phương.
56,1,"Tất cả các phòng nghỉ trên du thuyền đều có ban công riêng hướng biển,bể bơi bốn mùa trên sundeck"
56,2,Phòng tập Gym miễn phí dành cho những du khách yêu thể thao: nằm trên tầng cao nhất với trang thiết bị hiện đại trong một không gian thoáng đãng và tầm nhìn hướng ra bãi biển.
56,3,"Khách đi honeymoon, kỉ niệm ngày cưới: tặng set trang trí phòng (giường gấp hạc và trải cánh hoa hồng)"
56,4,Du thuyền M'Gloria hứa hẹn đem tới những trải nghiệm ấn tượng khó quên cùng những chuyến du ngoạn làm hài lòng du khách.
57,1,Du thuyền thiết kế cabin rộng rãi với đầy đủ các trang thiết bị là sự lựa chọn hoàn hảo cho các cặp đôi và gia đình
57,2,Là một trong những du thuyền mới và hiện đại nhất trên vịnh Hạ Long mang phong cách tân cổ điển hiện đại
57,3,"Du khách sẽ được chèo thuyền kayak/ Thuyền nan thăm quan vịnh hang sáng- tối, một trong những động nước đẹp nhất trên vịnh"
57,4,"Thư giãn tận hưởng vẻ đẹp của vịnh Hạ Long và thăm quan vịnh Lan Hạ với hành trình thư giãn, yên tĩnh"
58,1,"Du thuyền Verdure Lotus gồm 16 cabin với thiết kế sang trọng và hiện đại, rất phù hợp cho đoàn số lượng khách vừa phải."
58,2,Các phòng của du thuyền đều có ban công riêng thoáng mát với tầm nhìn toàn cảnh Vịnh tuyệt đẹp
58,3,"Nhiều hoạt động như tắm nắng, tiệc hoàng hôn, trà chiều sẽ được diễn ra trên khu vực boong tàu rộng rãi.ịch"
58,4,Lịch trình của du thuyền sẽ đem đến cho du khách những trải nghiệm thú vị và hấp dẫn
59,1,"Du thuyền Âu Cơ có thiết kế đương đại với số lượng cabin lớn trang bị nội thất tinh tế, hiện đại"
59,2,Nhà hàng của du thuyền phục vụ thực đơn theo phong cách Á-Âu với nhiều món ăn ngon và hấp dẫn
59,3,Hải trình đặc biệt 3 ngày 2 đêm có thể tham quan cả Vịnh Hạ Long và Vịnh Lan Hạ
59,4,"Nhiều hoạt động hấp dẫn như: giờ vui vẻ, tham quan đảo Cát  Bà, tham quan làng chài chèo kayak, bơi lội."
60,1,"Thiết kế du thuyền sang trọng, hiện đại."
60,2,Thực đơn buffet Á – Âu thịnh soạn lên tới 50 món
60,3,Set Menu tinh tế và đẳng cấp
60,4,"Những hoạt động thú vị trên Vịnh: Thăm hang Sửng Sốt, leo núi và tắm biển Titov, chèo kayak hoặc thuyền nan."
60,5,Live Music: band nhạc và ca sĩ phục vụ hàng ngày trong tiệc Sunset Canape
60,6,Tiệc Sunset Canape
61,1,"Đắm mình trong sự sang trọng đỉnh cao với V'Spirit Cruise và khám phá cách du thuyền lấy cảm hứng từ những hoa văn truyền thống trong thiết kế, thể hiện một cách hoàn hảo Tinh thần Việt Nam, đúng như tên gọi của nó"
61,2,"Nhiều trải nghiệm thú vị trong chuyến đi: chèo thuyền kayak, bơi lội, lớp học Thái Cực Quyền, lớp học nấu ăn, ..."
61,3,Trải nghiệm và thưởng thức ẩm thực tuyệt vời với các món hải sản đặc sắc và các món ăn truyền thống của Việt Nam
62,1,"Saquila Yacht được thiết kế độc bản, sang trọng, hướng đến đáp ứng mong muốn của khách hàng, từ cuộc họp quan trọng đến kỳ nghỉ thư giãn."
62,2,"Du thuyền đưa đến khách hàng các bữa tiệc và chương trình ẩm thực chất lượng cao, đảm bảo một trải nghiệm ẩm thực đặc sắc trên Vịnh di sản."
62,3,"Đội ngũ của chúng tôi luôn sẵn sàng hỗ trợ mọi yêu cầu, cam kết một chuyến hải trình an toàn, thuận lợi."
63,1,"Nhà hàng của du thuyền 𝐕-𝐃𝐫𝐞𝐚𝐦 nổi bật với kiến trúc sang trọng, khiến cho mỗi du khách có cảm giác gần gũi với thiên nhiên, hòa mình vào cảnh biển cùng những đảo đá xinh đẹp của Vịnh Hạ Long"
63,2,"Bữa trưa tự chọn Buffet đa dạng, được phục vụ bởi các đầu bếp lành nghề, mang đến cho bạn và gia đình một bữa ăn truyệt vời trên du thuyền."
63,3,"Ngoài những tiện ích nổi bật, du thuyền V-Dream còn trang bị đầy đủ các thiết bị an toàn như Bình chữa cháy, Áo phao, Đồ vệ sinh cá nhân... miễn phí"
64,1,"Du thuyền Lily mang đến trải nghiệm 5 sao trên biển, với thiết kế tinh tế và dịch vụ đẳng cấp. Tận hưởng không gian sang trọng và tiện nghi trong suốt hành trình của bạn."
64,2,"Trải nghiệm đẳng cấp: Từ các phòng nghỉ sang trọng đến các tiện ích cao cấp, du thuyền Lily cam kết mang đến cho bạn sự thoải mái tối đa và những phút giây thư giãn tuyệt vời."
64,3,"Thưởng thức những món ăn ngon miệng được chế biến từ các đầu bếp tài ba, cùng với đồ uống tuyệt hảo trong không gian sang trọng."
64,4,Lily Cruises trở thành điểm đến lý tưởng cho kỳ nghỉ hè của bạn và tạo ra những kỷ niệm khó quên cùng bạn bè và gia đình
65,1,"Lavoya Boutique Day Cruise, nơi mỗi trải nghiệm của bạn được chăm chút  tinh tế để tạo nên những khoảnh khắc đáng nhớ."
65,2,"Là thương hiệu du thuyền boutique đầu tiên của APC, Lavoya hứa hẹn mang đến những trải nghiệm khác biệt, đưa du khách khám phá trọn vẹn Vịnh Hạ Long trong không gian tinh tế và yên bình của du thuyền 99 chỗ."
65,3,"Khám phá Hang Sửng Sốt huyền ảo, chinh phục Đảo Ti Tốp tuyệt sắc, chèo thuyền qua Hang Luồn độc đáo, đan hoà với những trải nghiệm ẩm thực và giải trí hấp dẫn trên du thuyền, hứa hẹn một chuyến du ngoạn có 1-0-2."
66,1,"Du thuyền Luna Halong Cruise, một kiệt tác hiện đại với sức chứa lên đến 550 khách, hứa hẹn mang đến những trải nghiệm chưa từng có giữa kỳ quan thiên nhiên Vịnh Hạ Long."
66,2,"Quần thể tiện ích độc đáo: Du thuyền không chỉ là nơi tổ chức sự kiện mà còn là một quần thể tiện ích giải trí phong phú từ Pool Bar, Hồ bơi ngoài trời, Nhà hàng ẩm thực"
66,3,"Tiện nghi tinh tế và dịch vụ đẳng cấp: Các phòng nghỉ trên tàu được thiết kế trang nhã, tiện nghi sang trọng với tầm nhìn hướng biển tuyệt đẹp."
66,4,Đến với Luna Halong Cruise là đến với những trải nghiệm mới mẽ và đẳng cấp trong hành trình khám phá Vịnh Di sản.
67,1,"Du thuyền nổi bật với phong cách cổ điển Đông Dương và hiện đại phương Tây, thu hút du khách từ diện mạo bên ngoài đến nội thất sang trọng bên trong."
67,2,Bể bơi đẳng cấp 5 sao cho những tấm hình checkin đầy sang trọng độc đáo
67,3,Nét kiến trúc Đông Dương kết hợp với nhịp sống phương Tây hiện đại đem lại một sản phẩm thực sự xuất sắc
67,4,"Tất cả các cabin trên du thuyền đều sở hữu ban công riêng, hệ thống cửa sổ trần và bồn tắm hướng vịnh."
68,1,"Indochine Grand – Du thuyền ngủ đêm cao cấp giữa vịnh Hạ Long - Lan Hạ, kiệt tác mới nhất từ chuỗi Indochine"
68,2,"Nơi tinh hoa thủ công truyền thống gặp gỡ dịch vụ đỉnh cao, mang đến trải nghiệm nghỉ dưỡng xa hoa, ẩm thực tinh tế và hành trình riêng biệt."
68,3,"Thưởng thức tinh hoa ẩm thực thượng hạng giữa khung cảnh tráng lệ của Vịnh Lan Hạ – Hạ Long, nơi tuyệt tác thiên nhiên hiện ra đầy mê hoặc."
68,4,"Tận hưởng khoảnh khắc sang trọng, chinh phục từng cú swing giữa thiên nhiên tuyệt mỹ, sự giao thoa tinh tế giữa đẳng cấp thượng lưu và vẻ đẹp ngoạn mục của vịnh biển."
69,1,"Lấy cảm hứng từ thần thoại Hy Lạp, Calista mang đến không gian nghỉ dưỡng đẳng cấp 6 sao, nơi mọi chi tiết đều được chăm chút để tôn vinh vẻ đẹp di sản thiên nhiên."
69,2,"Với thiết kế đẳng cấp cùng dịch vụ chuẩn 6 sao, du thuyền Calista hứa hẹn mang đến hành trình thượng lưu giữa kỳ quan thiên nhiên hùng vĩ."
69,3,"Dịch vụ spa cao cấp của Calista được thiết kế để mang đến sự thư giãn tuyệt đối, giúp bạn xua tan mọi căng thẳng và tìm lại sự cân bằng."
69,4,"Calista Cruise hội tụ tinh hoa của sự sang trọng và đẳng cấp, nâng tầm trải nghiệm cho mọi du khách."
69,5,Bể bơi Oceanus trên du thuyền Calista không chỉ là nơi thư giãn mà còn là điểm nhấn sang trọng giữa di sản Vịnh Hạ Long
70,1,Majesty Prime - Du thuyền 5 sao cao cấp hoàn toàn mới mang đến một hành trình khó quên qua Vịnh Hạ Long – Vịnh Lan Hạ
70,2,"Bữa ăn đặc biệt – Lưu giữ ẩm thực Việt Nam, Á và Âu với thực đơn đa dạng, bao gồm các lựa chọn cho người ăn chay và trẻ em."
70,3,"Hoạt động thú vị – Chèo thuyền kayak ở Trà Bàu, đi thuyền trong Hang Tối & Sáng, bơi lội, buổi sáng Đài Chí, lớp học nấu ăn và tiệc hoàng hôn."
70,4,"Tiện ích Trênboard Hiện đại – Thư giãn trong bể bơi mini với Jacuzzi 4 mùa, thưởng thức đồ uống tại quầy bar và dùng bữa theo phong cách tại nhà hàng."
71,1,"Du thuyền 5* sang trọng tại Vịnh Hạ Long, Vịnh Lan Hạ."
71,2,22 cabin được trang trí và thiết kế tinh tế và trang nhã.
71,3,Nhà hàng và quầy bar sang trọng với không gian thoáng đãng.
