ship_id,block_id,type,data
19,3,paragraph,"Phòng nghỉ sang trọng,có bồn tắm và ban công riêng mỗi phòng đặc biệt là phòng gia đình có diện tích 72m2 lớn nhất vịnh."
19,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-orchid-ha-long1/blog/3w2c8w3whjfytvi6.jpg
19,5,paragraph,"Du khách sẽ được thưởng thức các bữa ăn đa dạng trên du thuyền với các dịch vụ tốt nhất từ phòng nghỉ cao cấp,spa thư giãn."
19,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-orchid-ha-long1/blog/es90rjwwu6bvz6m5.jpg
20,1,paragraph,"Du thuyền gồm 23 cabin,mỗi phòng nghỉ trên du thuyền đều rất rộng rãi, có ban công hoặc sân hiên riêng, quầy bar mini, bồn tắm trong phòng tắm. Với cửa sổ lớn chạy dọc từ trần nhà xuống nền nhà, nên bạn có thể ngắm nhìn cảnh vịnh hiện ra ngay trước mắt.&nbsp;Đến với du thuyền Scarlet Pearl, du khách sẽ được trải nghiệm nhiều dịch vụ đẳng cấp dành cho giới thượng lưu, cùng những phút giây nghỉ ngơi tuyệt vời. Du thuyền Scarlet Pearl là sự lựa chọn tốt nhất cho chuyến du ngoạn tới vịnh Lan Hạ, tham quan hang Sáng Tối và chiêm ngưỡng cảnh đẹp của làng Việt Hải."
20,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-scarlet pearl1/blog/uputuvi1y1ejtl3b.webp
20,3,paragraph,Akoya Spa của du thuyền là đặc điểm nổi bật nhất. Những liệu pháp spa với sản phẩm chính sử dụng từ bột ngọc trai sẽ giúp du khách có những giờ phút thực sự thư giãn và xóa tan mệt mỏi.&nbsp;
20,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-scarlet pearl1/blog/p9x1rolrvj48tc9b.webp
20,5,paragraph,Khu vực quầy Bar trên boong tàu cũng là vị trí mà du khách không thể bỏ qua. Thiết kế độc đáo giúp du khách có thể vừa tận hưởng món đồ uống yêu thích mà ngắm nhìn toàn cảnh Vịnh Hạ Long tuyệt đẹp.
20,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-scarlet pearl1/blog/d1u7570lt59d36xb.webp
21,1,paragraph,"Du thuyền Nostalgia ra mắt năm 2023 với 10 cabin được thiết kế mang phong cách giữa truyền thống và hiện đại. Nổi bật là màu gỗ sang trọng, ấm cúng nhưng rất tinh tế. Du thuyền phù hợp cho những du khách thích sự yên tĩnh, nhẹ nhàng. Nếu bạn muốn một không gian riêng tư cho cả nhóm hoặc một vài gia đình thì đây là đích thực là lựa chọn tuyệt vời.&nbsp;"
21,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenNostalgia/blog/2rqffa4d4o0z4gq3.webp
21,3,paragraph,"Du thuyền được thiết kế với bể bơi ngoài trời trên boong tàu với tầm nhìn toàn cảnh Vịnh Hạ Long. Du khách vừa có thể đắm mình trong làn nước mát, vừa thưởng thức không khí trong lành của Vịnh.&nbsp;&nbsp;"
21,4,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenNostalgia/blog/bx39gkwymdxqen9q.webp
22,1,paragraph,"Du thuyền Peony đưa du khách tham quan những điểm nổi tiếng trên Vịnh Lan Hạ, cùng nhiều hoạt động đa dạng phù hợp với nhiều đối tượng."
22,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-peony1/blog/q4qdjxheq8kngaa6.webp
22,3,paragraph,"Du thuyền Peony được thiết kế với 20 phòng ngủ rộng rãi với trang thiết bị hiện đại, đội ngũ nhân viên chuyên nghiệp sẽ mang đến cho bạn những dịch vụ tốt nhất cho chuyến đi của bạn đến vịnh Hạ Long.&nbsp;Từ cửa sổ lớn và khu vực ban công riêng, du khách có thể phóng tầm nhìn 180 độ ra vịnh biển trong xanh. "
22,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-peony1/blog/vhblglfh0sv1yqej.webp
22,5,paragraph,"Boong tàu được biết đến là nơi lý tưởng nhất cho các hoạt động tiệc hoàng hôn buổi chiều,&nbsp;nơi đây bạn có thể ngắm nhìn khung cảnh đẹp như mơ của vịnh Hạ Long trong khi đọc 1 cuốn sách hoặc thư giãn cùng người thân."
22,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-peony1/blog/2ru0dafipz22izrd.webp
22,7,paragraph,"Nhà hàng và quầy bar sang trọng cùng với nội thất tiện nghi thoải mái, được đặt ở vị trí với góc nhìn đẹp,&nbsp; du khách có thể dễ dàng di chuyển lên nhà hàng từ mọi vị trí trên tàu. Nhà hàng cũng là một nơi lý tưởng cho các cuộc hội họp, hội thảo, sự kiện đặc biệt và du khách có thể thưởng thức các đồ uống ở quầy minibar."
22,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-peony1/blog/4rqkrh1k6yds86h3.webp
22,9,paragraph,"Bên cạnh đó, du khách có thể dành thời gian thư giãn trong&nbsp;phòng Spa and Massage trên tàu&nbsp;với các tiện nghi khác như bể sục, phòng xông hơi khô, phòng tập thể dục.."
22,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-peony1/blog/wx8fth0b3vdtcidd.webp
23,1,paragraph,"Du thuyền SENA là một sản phẩm mới nhất với thiết kế mang phong cách Phương Đông truyền thống được quản lý bởi Swan Cruise, tên thương hiệu đang được biết đến ở Việt Nam"
23,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sena1/blog/08fh88je4esj0eg5.webp
23,3,paragraph,"Được thiết kế với không gian rộng rãi và trang nhã, quý khách có thể hít hà gió trời, ngắm cảnh và đặc biệt là lưu giữ những khảnh khắc đáng nhớ bằng những bức hình tuyệt đẹp."
23,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sena1/blog/nefk4kay8g000jrl.jpg
23,5,paragraph,"Du thuyền Sena có 16 phòng chia làm 5 loại: Terrace Suite, Deluxe Cabin, Deluxe Connected Cabin, Balcony Executive và Connecting Balcony Executive. Tất cả các phòng đều có ban công riêng, tiện nghi hiện đại, nước lọc và trái cây miễn phí."
23,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sena1/blog/vtqeu1q0bc4n9xg6.webp
23,7,paragraph,"Bên cạnh đó là nhà hàng mang phong cách Á - Âu, với nguyên liệu đảm bảo chất lượng và&nbsp;những đầu bếp tài hoa sẽ biến những&nbsp;bữa ăn nơi đây xuất sắc như hoàng gia cùng những ly rượu vang mê đắm."
23,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sena1/blog/k1m90qvu4olhmzpa.webp
23,9,paragraph,"Với hành trình tham quan Vịnh Lan Hạ và Vịnh Hạ Long, có rất nhiều hoạt động dành cho du khách như chèo thuyền kayak, bơi lội và lặn biển tại các điểm dừng chân."
23,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sena1/blog/qr3rkwnfq9r1xho3.jpg
24,1,paragraph,"&nbsp;Du thuyền Mon Cheri mang phong cách hiện đại châu Âu ra mắt du khách năm 2018 với 18 cabin thời trang và nhà hàng và quầy bar hiện đại, dịch vụ spa và phòng tập gym. Những đường nét trong thiết kế của du thuyền đều đơn giản nhưng rất tinh tế tạo nên cảm giác dễ chịu và thoải mái. Mỗi phòng ngủ của du thuyền đều có ban công riêng tràn ngập ánh sáng tự nhiên.&nbsp;"
24,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenmoncheri3/blog/op3tcpbg2troj9m6.webp
24,3,paragraph,"Nhà hàng của du thuyền phục vụ các món ăn mang phong cách Á và Âu kết hợp. Ngoài ra, nếu du khách có yêu cầu đặc biệt về thực đơn như: kiêng, chay... thì đầu bếp chuyên nghiệp của du thuyền cũng sẽ làm hài lòng thực khách."
24,4,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenmoncheri3/blog/9gq4oafmmq2zi1mi.webp
24,5,paragraph,"Với lịch trình đặc biệt, du thuyền sẽ đưa du khách tham quan đảo Cát Bà, Hang Sáng Tối và khu vực Ao Ếch. Bên cạnh đó, du khách có thể tham gia nhiều hoạt động thú vị bao gồm chèo thuyền kayak, chèo thuyền thúng, lớp học nấu ăn, thái cực quyền, câu mực đêm, bơi lội và tiệc hoàng hôn."
24,6,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenmoncheri3/blog/0sz6zlx4tfk9az3r.webp
25,1,paragraph,"Du thuyền Swan là lựa chọn phù hợp cho du khách yêu thích sự yên tĩnh và không gian ấm cúng, vẻ đẹp hoang sơ của vịnh Bái Tử Long. Du thuyền gồm 18 cabin với nội thất phòng là sự kết hợp hài hòa giữa chất liệu gỗ và tre địa phương. Phòng được trang bị đầy đủ các thiết bị thiết yếu giường ngủ êm ái, điều hòa, nước nóng, phòng vệ sinh riêng, thiết bị an toàn và nước uống hàng ngày."
25,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-swan/blog/c5swtwn86qvypdnp.webp
25,3,paragraph,Nhà hàng và quầy bar và cũng được thiết kế trong không gian thoải mái và lãng mạn với cửa sổ lớn để ngắm cảnh vịnh thơ mộng. Đầu bếp của du thuyền sẽ phục vụ du khách những món ăn ngon trong lịch trình tham quan Vịnh Bái Tử Long.
25,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-swan/blog/dzpinv258tgg5hvc.webp
26,1,paragraph,"Du thuyền Erina là một du thuyền sang trọng và đẳng cấp,các phòng nghỉ trên du thuyền Erina được thiết kế rộng rãi và tinh tế, với cửa sổ lớn giúp khách hàng có thể tận hưởng tầm nhìn đẹp mắt trên vịnh."
26,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-erina1/blog/eu8rcvpccgpcpbek.webp
26,3,paragraph,"Với phong cách chế biến tinh tế kết hợp giữa các món Âu và Á bởi bàn tay các đầu bếp 5 sao,du khách sẽ hoàn toàn hài lòng với trải nghiệm ẩm thực phong phú đa dạng, phù hợp với cả trẻ em và người lớn."
26,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-erina1/blog/d1l9it1u7e2544ne.webp
26,5,paragraph,"Du thuyền cũng có các tiện ích cao cấp khác như phòng tập thể dục, nhà hàng, bar và sảnh lounge cùng với các dịch vụ sẽ mang đến cho du khách một trải nghiệm du lịch đầy đủ sự tiện nghi, thoải mái và không quên được trên biển."
26,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-erina1/blog/ywlfr1vkp54v0xrj.webp
27,1,paragraph,"Du thuyền Indochine Premium là một trong những tàu du lịch mới nhất tại Vịnh Hạ Long &amp; Vịnh Lan Hạ, được thiết kế bằng sắt kết hợp với chất liệu gỗ tạo nét vừa truyền thống vừa hiện đại,
Du thuyền với tổng cộng 37 cabin, tất cả các phòng ngủ đều được trang bị bồn tắm và ban công riêng mang lại không gian cực đỉnh, phong cách phương Đông sang trọng,
Cùng với đó là những tiện ích nổi bật như nhà hàng, bar, phòng gym, hồ bơi, phòng spa, nhân viên chuyên nghiệp, đồ ăn phong phú, và một hành trình độc đáo, hứa hẹn sẽ mang lại những giây phút thư giãn đáng nhớ.&nbsp;&nbsp;"
27,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-indochine-premium/blog/se26ii9i93d0ku25.webp
27,3,paragraph,"Cùng với đó là những tiện ích nổi bật như nhà hàng, bar, phòng gym, hồ bơi, phòng spa, nhân viên chuyên nghiệp, đồ ăn phong phú, và một hành trình độc đáo, hứa hẹn sẽ mang lại những giây phút thư giãn đáng nhớ.&nbsp;"
27,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-indochine-premium/blog/lvqm98ibxwoobd6b.webp
28,1,paragraph,"Tầng 2 sở hữu không gian mở với cửa sổ hướng ra toàn cảnh bên ngoài cùng với bài trí sang trọng và hiện đại, kết hợp thực đơn và đồ uống đầy tinh tế, Athena chắc chắn sẽ đem lại cho bạn một trải nghiệm độc đáo như tại một nhà hàng 5 sao trên vịnh Bái Tử Long.&nbsp;"
28,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena luxury/blog/gikxnukglcv8115e.webp
28,3,paragraph,"Tầng thượng của du thuyền sở hữu không gian thoáng đãng cũng như quầy bar và cafe với đa dạng lựa chọn chắc chắn sẽ mang lại một trải nghiệm thú vị cho bạn.&nbsp;Du thuyền Athena chắc chắn sẽ là lựa chọn tuyệt vời cho những dịp đặc biệt của gia đình và công ty bạn: kì nghỉ trăng mật, kỉ niệm gia đình, họp mặt đối tác, kì nghỉ của công ty / gia đình hoặc đơn giản là tìm trải nghiệm khác biệt trên Bái Tử Long.Với đội ngũ nhân viên thân thiện, chuyên nghiệp và mến khách, du khách sẽ có những trải nghiệm khó quên."
28,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena luxury/blog/gvcc6ohc8sbiv20i.webp
28,5,paragraph,"Hải trình 2 ngày 1 đêm thú vị đưa du khách tới  đảo Titop bạn có thể thỏa sức bơi lội giữa làn nước biển trong xanh, tham quan hang Sửng Sốt chiêm ngưỡng sự hùng vĩ của những khối nhũ đá, cùng nhiều trò chơi khác"
28,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena luxury/blog/98r85sklu2z81q5b.webp
28,7,paragraph,"Sau một ngày dài vui chơi ở Vịnh, xông hơi là liệu pháp giúp bạn thư giãn đầu óc và thanh lọc cơ thể. Hãy đến và trải nghiệm dịch vụ này tại Athena Cruise!<br>"
28,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena luxury/blog/t2eo6bgtazjpxh8u.webp
29,1,paragraph,"Du thuyền Indochine Sails là tàu Gỗ nổi tiếng với 23 cabin khởi hành từ bến Cảng Tuần Châu. Mỗi phòng của du thuyền có diện tích tuy nhỏ nhưng với thiết kế hợp lý, du khách vẫn sẽ cảm thấy thoải mái và ấm áp. Màu nâu gỗ đặc trưng giúp du khách cảm thấy thật dễ chịu. Hai hạng phòng Suite và President của tàu được trang bị thêm bồn sục Jacuzzi với diện tích phòng lớn hơn sẽ phù hợp với du khách muốn thư giãn.&nbsp;"
29,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-indochine-sails/blog/sl7kfr5a2mqz9wjx.webp
29,3,paragraph,"Nhà hàng của du thuyền với quầy bar khá rộng, phục vụ du khách các bữa ăn theo lịch trình với sự kết hợp của các món ăn Việt Nam và quốc tế.&nbsp;"
29,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-indochine-sails/blog/92mry599utw0yxff.webp
30,1,paragraph,Thiết kế hiện đại và sang trọng bao trùm toàn bộ mọi không gian -&nbsp;<b>Athena Royal Cruise</b>&nbsp;hiện lên nổi bật ngay từ tổng thể bên ngoài cho tới nội thất bên trong. Du thuyền được thiết kế với sảnh lễ tân riêng ở tầng 1 là khu vực check in mỗi khi đặt chân tới khách sạn đồng thời có khu vực sảnh chờ trong quá trình check in nhận phòng với nước uống chào đón vô cùng chu đáo.&nbsp;&nbsp;
30,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena royal/blog/2ddm4o95fsjilqvs.webp
30,3,paragraph,"Hệ thống phòng nghỉ nằm tại tầng 2 của du thuyền với các hạng phòng như:&nbsp;Phòng Executive Suite,&nbsp;Phòng Elegance Suite,&nbsp;Phòng Premium Terrace Suite,&nbsp;Phòng Royal Suite"
30,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena royal/blog/pffgoysvifd1vf1y.webp
30,5,paragraph,"Nhà hàng của du thuyền là nơi mang tới không gian thưởng thức ẩm thực hấp dẫn nhất với phong cách châu Âu sang trọng. Tại đây, bạn sẽ có cơ hội thưởng thức đa dạng các món ăn hấp dẫn được chế biến bởi những đầu bếp trứ danh vô cùng tài hoa và khéo léo. Đặc biệt nhất là các món hải sản Quảng Ninh tươi sống hấp dẫn được đánh bắt hàng ngày từ những người làng chài.&nbsp;Bên cạnh đó, bạn còn có thể thưởng thức đồ uống mát lạnh, thơm ngon và thời thượng tại khu vực quầy bar của&nbsp;<b>Athena Royal Cruise&nbsp;</b>với&nbsp; đa dạng các loại đồ uống nổi tiếng hấp dẫn nhất từ nhiều nước trên thế giới như: rượu vang, cocktail, hay các loại rượu mạnh,…&nbsp;&nbsp;"
30,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena royal/blog/8ld0pxxc03k1zwlr.webp
30,7,paragraph,"Với thiết kế&nbsp;rộng rãi, với mái che an toàn trên tầng thượng,&nbsp;du khách có thể tắm nắng và nghỉ ngơi bất cứ thời điểm nào trong ngày. Đây cũng là địa điểm tuyệt vời nhất cho những các bạn chụp hình sống ảo mang về cho mình album ảnh toàn cảnh Hạ Long tuyệt sắc đó. Ngoài ra, vào buổi sáng bạn có thể tham gia tập Thái Cực Quyền để thư giãn cơ thể và bắt đầu một ngày mới đầy năng lượng. "
30,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena royal/blog/1leteeyvb5zidd1s.webp
30,9,paragraph,"Đây chắc chắn là tiện ích hấp dẫn mà bất cứ du khách nào cũng đều yêu thích trong mỗi kỳ nghỉ&nbsp; - Spa của Athena Royal Cruise được thiết kế theo tiêu chuẩn 5 sao với máy móc, trang thiết bị hiện đại cùng các phương pháp và liệu trình massage tiên tiến.&nbsp;Với các chuyên viên massage dày&nbsp;kinh nghiệm, tận tình, chuyên nghiệp và chu đáo, hứa hẹn mang tới những phút giây thư giãn, thoải mái nhất trong việc phục hồi cơ thể, trả lại một cơ thể trẻ trung và vui vẻ đầy năng lượng cho du khách."
30,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-athena royal/blog/6gfmf9fmm31aq257.webp
31,1,paragraph,"Du thuyền Signature Hạ Long được làm từ những vật liệu bền bỉ như thép và gỗ nhằm tăng sự sang trọng cho chiếc tàu. Ngoài ra, chiếc du thuyền này được thiết kế theo lõi kiến trúc hài hòa của hiện đại và truyền thống châu Á. Nhờ thế mà du thuyền Signature Hạ Long luôn mang vẻ đẹp tinh tế, kiêu sa, gây ấn tượng ngay từ cái nhìn đầu tiên."
31,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature/blog/584cso6lqrfep6hr.webp
31,3,paragraph,"Du thuyền Signature Hạ Long có 12 phòng nghỉ rộng rãi, tiện nghi sang trọng với&nbsp;thiết kế theo phong cách hoàng gia Châu Âu gam màu trắng chủ đạo, được đóng mới hoàn toàn với chất liệu gỗ cao cấp.&nbsp;Phòng nghỉ rộng rãi có cửa sổ lớn, sân hiên hoặc ban công riêng,&nbsp;giúp du khách có thể thưởng ngoạn được toàn cảnh vẻ đẹp Hạ Long.&nbsp;Du thuyền có 4 hạng phòng nghỉ sang trọng:&nbsp;Phòng Junior Suite,&nbsp;Phòng Senior Suite,&nbsp;Phòng Elite Suite,&nbsp;Phòng Exculusive Suite."
31,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature/blog/38rhezj2l7qrvs0l.webp
31,5,paragraph,"Sở hữu nhà hàng quầy bar với không gian mở giúp du khách vừa thưởng thức được&nbsp;nhiều các loại mỹ vị và những món hải sản tươi ngon từ truyền thống Việt Nam đến Quốc tế theo thực đơn Á và Âu phong phú,&nbsp;lại vừa chiêm ngưỡng được cảnh quan thiên nhiên từ Vịnh Hạ Long. Bên cạnh đó, du khách có thể hòa mình vào những giai điệu sôi động cùng đồ uống mát lạnh bên quầy bar trên du thuyền."
31,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature/blog/5vhtl0wp5ab19a6f.webp
31,7,paragraph,"Sau khi dùng bữa, du khách có thể thưởng thức đồ uống trên khu vực sundeck và ngắm nhìn vẻ đẹp thanh bình của vịnh Bái Tử Long hoặc thư giãn với dịch vụ spa &amp; massage."
31,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature/blog/ayzdtt896n88b6rw.webp
31,9,paragraph,"Hải trình này có các hoạt động thú vị trong tour vịnh cũng vô cùng hấp dẫn mà bạn không nên bỏ qua. Bạn sẽ được tự do bơi lội ở khu vực Cống Đầm, khám phá đời sống dân địa phương ở làng chài Vung Viêng bằng kayak hoặc thuyền nam và chiêm ngưỡng sự hùng vĩ của hang Thiên Cảnh Sơn."
31,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature/blog/j0n9k1r6d6249gn1.webp
32,1,paragraph,"Du thuyền Signature Royal là điểm đến của những đôi uyên ương – kỳ trăng mật thêm ngọt ngào với những với những món quà nhỏ bất ngờ sẽ là những kỷ niệm khó phai trong lòng du khách gần xa. Suốt thời gian qua du thuyền chúng tôi vinh hạnh được các du khách trong và ngoài nước lựa chọn là điểm đến trong kỳ trăng mật, sinh nhật, kỷ niệm ngày cưới cho đến những bữa tiệc cưới trang trọng…Hãy để Du Thuyền Signature Royal biến “Ngày Đặc Biệt” của bạn trở thành “Kỷ Niệm Tuyệt Vời” nhất !"
32,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature royal1/blog/oqczso57np7i18ht.webp
32,3,paragraph,"Dịch vụ Spa &amp; Massage trên du thuyền của Athena Group sẽ đem đến cho bạn làn da đầy sức sống, cơ thể thư giãn và phục hồi năng lượng để tiếp tục chuyến hành trình biển với những hoạt động ngoài trời đầy thú vị<br>"
32,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature royal1/blog/3c80ahrsg8sxblz2.webp
32,5,paragraph,"Nhà hàng có không gian thoáng đãng và quầy bar nơi du khách có thể thưởng thức đồ uống và ngắm nhìn khung cảnh thiên nhiên của Vịnh Hạ Long. Nhà hàng trên du thuyền phục vụ các món ăn thực đơn Á và Âu phong phú, tinh tế , được làm bởi các đầu bếp giỏi đảm bảo mang đến cho thực khách một bữa ăn ngon và hoàn hảo.<br>"
32,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature royal1/blog/3fxih3v708kemy4s.webp
32,7,paragraph,"Du thuyền được thiết kế theo lối kiến trúc kết hợp hài hòa giữa phong cách Á Đông truyền thống và phong cách Châu Âu hiện đại gồm 16 phòng rộng rãi, tiện nghi sang trọng:&nbsp;Phòng Junior Suite,&nbsp;Phòng Senior Suite,&nbsp;Phòng Royal Family,&nbsp;Phòng Elite Suite,&nbsp;Phòng Exclusive Family. Các phòng đều có ban công riêng, giúp du khách có thể thưởng ngoạn trọn vẹn vẻ đẹp của Vịnh Hạ Long. "
32,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature royal1/blog/037zuq6kmism26uf.webp
32,9,paragraph,"Du thuyền được trang bị đầy đủ dịch vụ spa, massage chuyên nghiệp chắc chắn sẽ mang đến cho du khách chuyến tham quan, nghỉ dưỡng thú vị tại Vịnh Hạ Long. Ngoài ra còn có các hoạt động như: chèo thuyền kayak, tập Thái Cực Quyền,..."
32,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature royal1/blog/3bli5nmf3m8d3sva.webp
32,11,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-signature royal1/blog/1j4qv7joea68rtjp.webp
33,1,paragraph,"Du thuyền Doris là du thuyền 5 sao hiện đại, sang trọng được hạ thủy mới năm 2022.&nbsp;Du thuyền được thiết kế đầy đủ các tiện ích hiện đại nhất như nhà hàng, bể bơi, phòng massage và spa, quầy bar,…Tất cả các phòng đều được thiết kế rộng rãi, có bồn tắm, ban công riêng và nhiều tiện nghi khác. Nhiều phòng được bố trí thông nhau giúp gia đình có con nhỏ yên tâm khi nghỉ ngơi trên tàu. Đặc biệt bồn tắm của các phòng được bố trí cửa kính sẽ là vị trí check in tuyệt đẹp của du khách."
33,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-doris/blog/c1ozy0cwiyz2fxho.webp
33,3,paragraph,"Khu vực nhà hàng và quầy bar của du thuyền trên tầng 3 có cửa kính sát trần với khả năng phục vụ cùng lúc lên tới 120 khách. Tại đây, du khách vừa có thể thưởng thức những món ăn ngon, vừa có thể ngắm nhìn toàn cảnh Vịnh Hạ Long.&nbsp;"
33,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-doris/blog/1lt3xdyysdwd3t7k.webp
33,5,paragraph,"Sau một ngày tham quan vịnh và tham gia các hoạt động, du khách có thể thư giãn trong làn nước mát của bể sục ngoài trời tầng 2 của du thuyền.&nbsp;Vị trí boong tàu cũng là nơi du khách không thể bỏ qua khi thưởng thức bữa tiệc hoàng hôn cùng mới trà chiều và thả mình trên những chiếc ghế tắm nắng đã được bố trí sẵn. Lớp học Thái cực quyền và lớp học nấu ăn cũng diễn ra tại đây.&nbsp;"
33,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-doris/blog/6o4a0t5qutkcq2pj.webp
34,1,paragraph,"Du thuyền gồm 24 cabin được thiết kế hiện đại, sang trọng sẽ đưa du khách cùng chiêm ngưỡng vẻ đẹp của Vịnh Lan Hạ.&nbsp;Với boong tắm nắng rộng rãi sẽ là nơi rất lý tưởng phù hợp cho các hoạt động tổ chức sự kiện gala dinner, team building, đám cưới,... Chiêm ngưỡng vẻ đẹp của bình minh và hoàng hôn đẹp như trong những bức tranh núi non hùng vĩ, sơn thủy hữu tình này, và tận hưởng cảnh quan tuyệt đẹp cũng như làn nước trong xanh hoặc đơn giản nhâm nhi ly rượu cocktail, nghe nhạc hưởng thụ, trò chuyện cùng bạn bè,..."
34,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-lacasta-regal/blog/ezo4l94di2wdk20r.webp
34,3,paragraph,"Một trong những hoạt động được du khách quan tâm nhất khi đi Vịnh Hạ Long đó là bơi lội, chính vì vậy Du thuyền La Casta rất chú trọng đến dịch vụ này - bể bơi 4 mùa rộng  rãi nằm trên sundeck là nơi thư giãn hoàn hảo, nơi bạn có thể thưởng thức toàn cảnh của một di sản thế giới. Với thiết kế bể bơi to đẹp không gian thoáng đoãng là nơi lý tưởng cho khách bơi, ngắm cảnh và là địa điểm đẹp nhất cho những tấm hình cho chuyến đi của bạn và đặc biệt du khách đừng bỏ lỡ tận hưởng những giây phút thư giãn bơi lội ở bể sục trên du thuyền.&nbsp; &nbsp;"
34,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-lacasta-regal/blog/4i6m25p1f81btj9a.webp
34,5,paragraph,"Các phòng của du thuyền đều có ban công riêng giúp cho du khách thoải mái ngắm cảnh ngay từ phòng của mình. Đặc biệt, phòng VIP của du thuyền còn được thiết kế giường tròn đẹp mắt, sang trọng cùng diện tích rộng rãi sẽ là lựa chọn tuyệt vời cho du khách.&nbsp;Các hạng phòng bao gồm:&nbsp;Phòng Junior Suite,&nbsp;Phòng Senior Suite,&nbsp;Phòng Family Suite,&nbsp;Phòng VIP Suite "
34,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-lacasta-regal/blog/zjzgwt2987ffovax.webp
34,7,paragraph,"Với đội ngũ nhân viên đầu bếp giàu kinh nghiệm đã từng làm việc trong các nhà hàng, khách sạn sang trọng trước đó, hứa hẹn sẽ mang lại cho du khách những bữa ăn siêu ngon đáng nhớ trên du thuyền. Bên cạnh các bữa ăn ngon cộng với làn nước trong xanh, cảnh sắc hữu tình, dịch vụ hoàn hảo khiến du khách lưu giữ mãi không chỉ ở thị giác, khứu giác, thính giác mà còn là vị giác."
34,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-lacasta-regal/blog/fzkr4s59ic6fu6hr.webp
